Yr Mon Day Hr Min Sec Msec Bx[nT] By[nT] Bz[nT] Vx[km/s] Vy[km/s] Vz[km/s] N[cm^(-3)] T[Kelvin]
2003,10,29,0,0,0,0,0,2.52,-0.41,368,0,0,3.01,55605
2003,10,29,0,1,0,0,0,2.21,-1.7,365.4,0,0,3.06,43904
2003,10,29,0,2,0,0,0,1.9,-1.7,369.2,0,0,3.09,30353
2003,10,29,0,3,0,0,0,1.8,-1.46,368.4,0,0,2.79,27745
2003,10,29,0,4,0,0,0,1.38,-1.25,370.4,0,0,3,51761
2003,10,29,0,5,0,0,0,1.76,-1.24,366.1,0,0,3.01,50621
2003,10,29,0,6,0,0,0,2.12,-0.84,366.6,0,0,3.04,65813
2003,10,29,0,7,0,0,0,1.95,-1.27,374.6,0,0,3.04,63877
2003,10,29,0,8,0,0,0,1.81,0.99,368.2,0,0,3.05,54025
2003,10,29,0,9,0,0,0,1.81,0.72,374.7,0,0,2.86,41949
2003,10,29,0,10,0,0,0,2.25,0.63,375.4,0,0,3.34,42435
2003,10,29,0,11,0,0,0,2.47,1.21,368.6,0,0,3.36,53136
2003,10,29,0,12,0,0,0,2.85,-1.05,370.4,0,0,3.09,49186
2003,10,29,0,13,0,0,0,2.76,1.75,369.5,0,0,3.3,48828
2003,10,29,0,14,0,0,0,2.76,2.03,373.2,0,0,3.47,43951
2003,10,29,0,15,0,0,0,3.14,1.81,374.8,0,0,3.28,47036
2003,10,29,0,16,0,0,0,3.32,2.09,374.7,0,0,3.48,48036
2003,10,29,0,17,0,0,0,3.47,1.54,371.5,0,0,3.69,26477
2003,10,29,0,18,0,0,0,3.38,1.57,373.1,0,0,3.48,44894
2003,10,29,0,19,0,0,0,3.01,1.01,373.5,0,0,3.05,44894
2003,10,29,0,20,0,0,0,2.8,-0.77,368,0,0,2.77,50577
2003,10,29,0,21,0,0,0,2.91,-1.35,365.4,0,0,3.84,66003
2003,10,29,0,22,0,0,0,2.68,-0.9,369.2,0,0,3.36,65003
2003,10,29,0,23,0,0,0,3.21,-0.9,368.4,0,0,3.34,57074
2003,10,29,0,24,0,0,0,3.12,-1.04,370.4,0,0,3.17,57067
2003,10,29,0,25,0,0,0,3.32,-1.25,366.1,0,0,3.44,74197
2003,10,29,0,26,0,0,0,3,-1.32,366.6,0,0,3.67,73197
2003,10,29,0,27,0,0,0,2.72,-1.6,374.6,0,0,3.84,72087
2003,10,29,0,28,0,0,0,3.08,-1.49,368.2,0,0,3.49,79864
2003,10,29,0,29,0,0,0,3.16,-1.78,374.7,0,0,3.13,60157
2003,10,29,0,30,0,0,0,3.08,-0.93,375.4,0,0,3.06,54350
2003,10,29,0,31,0,0,0,2.35,-1.07,368.6,0,0,3.16,57883
2003,10,29,0,32,0,0,0,2.8,-0.83,370.4,0,0,3.26,72498
2003,10,29,0,33,0,0,0,2.47,-0.85,369.5,0,0,3.47,64584
2003,10,29,0,34,0,0,0,3.22,-1.13,373.2,0,0,3.53,81809
2003,10,29,0,35,0,0,0,2.83,-0.61,374.8,0,0,3.55,81809
2003,10,29,0,36,0,0,0,3.3,-0.47,374.7,0,0,3.04,97292
2003,10,29,0,37,0,0,0,3.02,-0.58,371.5,0,0,3.12,82758
2003,10,29,0,38,0,0,0,3.52,-0.69,373.1,0,0,2.91,85038
2003,10,29,0,39,0,0,0,3.57,0.99,373.5,0,0,2.76,89255
2003,10,29,0,40,0,0,0,3.51,0.72,369.1,0,0,2.85,84370
2003,10,29,0,41,0,0,0,3.59,0.63,371.1,0,0,2.7,79324
2003,10,29,0,42,0,0,0,3.66,1.21,371.5,0,0,2.65,80055
2003,10,29,0,43,0,0,0,3.17,0.89,371.3,0,0,3.57,83727
2003,10,29,0,44,0,0,0,3.2,0.62,370,0,0,3.43,72397
2003,10,29,0,45,0,0,0,3.09,0.43,372.3,0,0,4.64,91253
2003,10,29,0,46,0,0,0,3.22,1.21,373.9,0,0,5.44,76580
2003,10,29,0,47,0,0,0,2.76,-0.66,376.5,0,0,5.45,92655
2003,10,29,0,48,0,0,0,2.86,-0.87,375.1,0,0,5.37,94553
2003,10,29,0,49,0,0,0,2.86,-0.96,372.2,0,0,5.26,99026
2003,10,29,0,50,0,0,0,2.75,-0.48,372.2,0,0,5.29,99026
2003,10,29,0,51,0,0,0,2.53,-0.14,371.3,0,0,4.27,98153
2003,10,29,0,52,0,0,0,3.13,-0.22,367.3,0,0,3.7,93808
2003,10,29,0,53,0,0,0,2.92,-0.22,365.8,0,0,3.42,93513
2003,10,29,0,54,0,0,0,2.89,-0.35,367.2,0,0,3.52,90667
2003,10,29,0,55,0,0,0,2.97,-0.28,368.4,0,0,3.56,88435
2003,10,29,0,56,0,0,0,2.85,0.99,368.3,0,0,2.93,95929
2003,10,29,0,57,0,0,0,2.79,0.72,370.4,0,0,3.17,95929
2003,10,29,0,58,0,0,0,2.43,0.63,369.8,0,0,3.48,69232
2003,10,29,0,59,0,0,0,1.68,-0.06,370.2,0,0,3.49,71253
2003,10,29,1,0,0,0,0,1.98,-0.53,373.6,0,0,4.16,68223
2003,10,29,1,1,0,0,0,1.94,-0.73,374.5,0,0,3.88,65825
2003,10,29,1,2,0,0,0,2.01,-0.52,371.8,0,0,3.6,61978
2003,10,29,1,3,0,0,0,2.12,-0.77,371.2,0,0,3.01,66876
2003,10,29,1,4,0,0,0,2.21,0.39,368.6,0,0,3.06,73895
2003,10,29,1,5,0,0,0,2.35,0.99,370.7,0,0,3.09,64663
2003,10,29,1,6,0,0,0,2.44,0.72,375.5,0,0,2.79,73085
2003,10,29,1,7,0,0,0,2.42,0.63,375.4,0,0,3,79350
2003,10,29,1,8,0,0,0,2.7,0.99,375.8,0,0,3.53,68607
2003,10,29,1,9,0,0,0,2.58,0.72,374.4,0,0,3.55,65855
2003,10,29,1,10,0,0,0,2.38,0.63,376.8,0,0,3.04,69257
